cps19_gender,cps19_province,cps19_education,cps19_yob,cps19_votechoice,cps19_interest_elxn_1,cps19_v_likely
A woman,Ontario,Some secondary/ high school,1961,Green Party,7,Certain to vote
A man,Ontario,Master's degree,1945,Conservative Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1984,NA,9,Certain to vote
A man,British Columbia,Some university,1994,NA,10,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1955,Conservative Party,7,Certain to vote
A man,Ontario,Bachelor's degree,1947,Don't know/ Prefer not to answer,8,Certain to vote
A woman,Ontario,Bachelor's degree,1985,Conservative Party,8,Certain to vote
A woman,Alberta,Master's degree,1968,NA,8,Certain to vote
A man,Ontario,Professional degree or doctorate,1937,Liberal Party,10,Certain to vote
A man,Quebec,No schooling,1955,Another party (please specify),8,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1966,Liberal Party,6,Likely to vote
A man,British Columbia,Bachelor's degree,1957,Don't know/ Prefer not to answer,8,Certain to vote
A man,British Columbia,Master's degree,1982,Don't know/ Prefer not to answer,9,Likely to vote
A woman,Ontario,Master's degree,1943,ndp,6,Certain to vote
A woman,Ontario,Bachelor's degree,1973,Liberal Party,6,Certain to vote
A man,Quebec,Bachelor's degree,1964,Bloc Québécois,6,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1957,Don't know/ Prefer not to answer,0,Likely to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1970,Conservative Party,6,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1986,Liberal Party,9,Likely to vote
A woman,Alberta,Bachelor's degree,1971,ndp,10,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1978,Liberal Party,5,Likely to vote
A woman,New Brunswick,Some university,1984,NA,3,Certain to vote
A man,Quebec,Bachelor's degree,1958,Don't know/ Prefer not to answer,8,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1956,ndp,9,Likely to vote
A woman,British Columbia,Some university,1952,NA,10,Certain to vote
A man,British Columbia,Some university,1951,Conservative Party,7,Certain to vote
A man,Quebec,Bachelor's degree,1958,Conservative Party,9,Certain to vote
A man,Ontario,Bachelor's degree,1955,Liberal Party,10,Certain to vote
A man,Quebec,Bachelor's degree,1949,ndp,9,Certain to vote
A woman,Quebec,Completed secondary/ high school,1946,Bloc Québécois,9,Certain to vote
A woman,Ontario,Completed secondary/ high school,1996,Don't know/ Prefer not to answer,8,Likely to vote
A woman,Ontario,Don't know/ Prefer not to answer,1993,Conservative Party,9,Likely to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",British Columbia,Bachelor's degree,1978,NA,4,Unlikely to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1966,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1966,Liberal Party,9,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1954,Liberal Party,NA,Certain to vote
A man,Ontario,Bachelor's degree,1951,Conservative Party,9,Certain to vote
A man,Ontario,Bachelor's degree,1949,Conservative Party,8,Certain to vote
A man,Newfoundland and Labrador,Completed secondary/ high school,1985,Liberal Party,8,Certain to vote
A man,Ontario,Professional degree or doctorate,1992,Conservative Party,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1976,NA,8,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1975,NA,1,Unlikely to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1986,ndp,8,Certain to vote
A woman,British Columbia,Bachelor's degree,1989,NA,9,Certain to vote
A woman,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",1958,Don't know/ Prefer not to answer,7,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1960,ndp,NA,Likely to vote
A man,British Columbia,Professional degree or doctorate,1959,Don't know/ Prefer not to answer,10,Certain to vote
A woman,Ontario,Some secondary/ high school,2000,NA,7,donot know
A man,Quebec,Bachelor's degree,1957,Green Party,5,Certain to vote
A woman,Quebec,Bachelor's degree,1986,People's Party,6,Certain to vote
A man,Saskatchewan,Professional degree or doctorate,1965,Conservative Party,10,Certain to vote
A man,Quebec,Bachelor's degree,1980,Liberal Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1993,ndp,10,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1952,NA,8,Certain to vote
A woman,British Columbia,Some university,1989,ndp,9,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1968,Conservative Party,7,Certain to vote
A woman,Ontario,Bachelor's degree,1996,Liberal Party,9,Certain to vote
A man,Quebec,Master's degree,1949,NA,6,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1963,Liberal Party,5,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1970,NA,2,Certain not to vote
A woman,Alberta,Some secondary/ high school,1965,NA,10,Certain to vote
A man,Ontario,Completed secondary/ high school,1976,Conservative Party,10,Certain to vote
A woman,New Brunswick,"Some technical, community college, CEGEP, College Classique",1977,Conservative Party,8,Certain to vote
A man,Quebec,Some secondary/ high school,1946,NA,9,Certain to vote
A man,Alberta,Some university,1954,NA,10,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1955,NA,10,Certain to vote
A woman,Ontario,Master's degree,1994,Conservative Party,7,Certain to vote
A man,Ontario,Professional degree or doctorate,1988,NA,10,Certain to vote
A woman,British Columbia,Bachelor's degree,1992,NA,10,Certain to vote
A woman,Alberta,Completed secondary/ high school,1945,NA,10,Certain to vote
A woman,Saskatchewan,Completed secondary/ high school,1952,NA,8,Certain to vote
A woman,Ontario,Some university,1936,Conservative Party,9,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1942,Bloc Québécois,6,Likely to vote
A woman,Ontario,Bachelor's degree,1992,NA,7,Certain to vote
A woman,Quebec,Completed secondary/ high school,1949,Liberal Party,8,Certain to vote
A woman,Manitoba,Completed secondary/ high school,1977,NA,10,Certain to vote
A man,British Columbia,Master's degree,1953,NA,9,Certain to vote
A woman,British Columbia,Bachelor's degree,1985,NA,7,Certain to vote
A woman,Ontario,Master's degree,1956,NA,10,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1963,Conservative Party,7,Certain to vote
A woman,Prince Edward Island,"Some technical, community college, CEGEP, College Classique",1981,Liberal Party,7,Certain to vote
A woman,New Brunswick,"Completed technical, community college, CEGEP, College Classique",1998,Green Party,6,Likely to vote
A woman,Quebec,Completed secondary/ high school,1957,Bloc Québécois,10,Certain to vote
A woman,Ontario,Completed secondary/ high school,1942,Conservative Party,10,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1975,Conservative Party,4,Likely to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1946,NA,7,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1989,Conservative Party,10,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1988,Don't know/ Prefer not to answer,6,Likely to vote
A man,Quebec,Completed secondary/ high school,1995,NA,6,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1967,Conservative Party,8,Certain to vote
A woman,British Columbia,Bachelor's degree,1972,NA,9,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1965,NA,2,Unlikely to vote
A woman,British Columbia,Bachelor's degree,1958,NA,9,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1980,Don't know/ Prefer not to answer,4,Certain to vote
A woman,Ontario,Bachelor's degree,1980,ndp,8,Certain to vote
A man,Quebec,Bachelor's degree,1955,Bloc Québécois,10,Certain to vote
A woman,Saskatchewan,"Some technical, community college, CEGEP, College Classique",1976,Don't know/ Prefer not to answer,7,Likely to vote
A woman,Alberta,Bachelor's degree,1962,ndp,10,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1951,Conservative Party,10,Certain to vote
A woman,Manitoba,Completed secondary/ high school,1956,ndp,7,Certain to vote
A woman,Ontario,Some university,1952,NA,7,Certain to vote
A man,Ontario,Bachelor's degree,1985,ndp,4,Likely to vote
A woman,Quebec,Completed secondary/ high school,2000,Green Party,7,Certain to vote
A woman,Quebec,Master's degree,1954,Liberal Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1968,ndp,7,Certain to vote
A woman,Ontario,Bachelor's degree,1976,Liberal Party,5,Certain to vote
A woman,Ontario,Some secondary/ high school,1970,NA,0,Certain not to vote
A woman,British Columbia,Bachelor's degree,1985,Don't know/ Prefer not to answer,1,Likely to vote
A woman,Quebec,Bachelor's degree,1956,NA,NA,Certain to vote
A woman,Ontario,Completed secondary/ high school,1986,Liberal Party,9,Likely to vote
A man,Ontario,Bachelor's degree,1980,Liberal Party,7,Certain to vote
A man,Quebec,Master's degree,1954,NA,8,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1968,Conservative Party,8,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1952,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Quebec,Some secondary/ high school,1977,Conservative Party,7,Certain to vote
A woman,Ontario,Don't know/ Prefer not to answer,1978,ndp,7,Certain to vote
A woman,Quebec,Master's degree,1950,Bloc Québécois,7,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1961,NA,10,Certain to vote
A woman,Alberta,Bachelor's degree,1991,Conservative Party,4,Certain to vote
A woman,Alberta,Some secondary/ high school,1987,Conservative Party,3,Likely to vote
A woman,Ontario,Bachelor's degree,1994,NA,8,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1963,Bloc Québécois,10,Certain to vote
A woman,Alberta,Bachelor's degree,1994,Conservative Party,10,Certain to vote
A woman,Quebec,Bachelor's degree,1998,Conservative Party,4,Likely to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1973,Liberal Party,NA,Certain to vote
A woman,Alberta,Completed secondary/ high school,1999,NA,3,Certain to vote
A woman,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",1974,Conservative Party,6,Certain to vote
A man,Ontario,Completed secondary/ high school,1946,Conservative Party,3,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1949,Liberal Party,NA,Certain to vote
A man,Quebec,Completed secondary/ high school,1968,Liberal Party,8,Certain to vote
A man,Quebec,Bachelor's degree,1965,NA,10,Certain to vote
A man,Manitoba,Completed secondary/ high school,1961,Conservative Party,6,Certain to vote
A woman,Quebec,Bachelor's degree,1991,NA,8,Certain to vote
A woman,Ontario,Completed secondary/ high school,1970,NA,NA,Unlikely to vote
A woman,Ontario,Master's degree,1975,Liberal Party,9,Certain to vote
A man,Newfoundland and Labrador,Completed secondary/ high school,1974,Don't know/ Prefer not to answer,0,Certain to vote
A woman,Alberta,Bachelor's degree,1987,NA,5,Certain not to vote
A man,Quebec,Professional degree or doctorate,1948,Don't know/ Prefer not to answer,7,Certain to vote
A woman,Quebec,Completed secondary/ high school,1961,NA,4,Certain to vote
A man,Quebec,Master's degree,1951,NA,10,Certain to vote
A woman,Alberta,Bachelor's degree,1982,Liberal Party,9,Certain to vote
A man,Alberta,Completed secondary/ high school,1990,Conservative Party,9,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1950,Conservative Party,10,Certain to vote
A man,British Columbia,Bachelor's degree,1966,ndp,9,Likely to vote
A man,Ontario,Bachelor's degree,1949,Conservative Party,10,Likely to vote
A woman,Ontario,Master's degree,1984,NA,3,donot know
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Quebec,"Completed technical, community college, CEGEP, College Classique",1960,Conservative Party,7,Likely to vote
A man,Quebec,Completed secondary/ high school,1953,Bloc Québécois,NA,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1983,Green Party,7,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1949,Conservative Party,10,Certain to vote
A woman,Saskatchewan,Completed secondary/ high school,1970,NA,9,Certain to vote
A man,Ontario,Completed secondary/ high school,1988,Don't know/ Prefer not to answer,6,Certain to vote
A woman,British Columbia,Some university,1955,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1999,Don't know/ Prefer not to answer,6,Certain to vote
